institution_code,institution_name
40216,Escuela Especial De Lenguaje Montserrat Educa
40217,Escuela Especial Club De Leones Cruz Del Sur
40218,Centro De Retos Multiples Educar Y Crecer
40219,Colegio Sagrada Familia
40225,Esc. Esp. Leng. Semillitas De Amor
40226,Escuela Especial Los Arrayanes
40230,Colegio Tecnologico Don Bosco De Arica
40231,Colegio Cordillera
40233,Escuela Especial De Lenguaje Kailin
40234,Jardin Infantil Eben Ezer Eirl
40235,Escuela De Trastornos Del Lenguaje Tia Sandra
40236,Colegio De Lenguaje Padre Pio San Fernando
40237,Escuela Especial De Lenguaje Antupiren
40240,Escuela Especial De Lenguaje Arcoiris
40241,Colegio San Jose
40242,Colegio Bicentenario
41018,Colegio Conquistadores Coquimbo
40244,Escuela Especial De Lenguaje Illimani
40245,Escuela Especial De Lenguaje Amapolas
40248,Colegio Los Fresnos
40251,Liceo San Juan Xxiii
40252,Liceo José Cortés Brown-Recreo
40254,Jardin Infantil Y Sala Cuna El Soldadito
40255,Escuela Espec.De Lenguaje Casablanca
40256,Colegio Tecnico Naciones Unidas
40257,Colegio Pillanlikan
40259,Escuela Especial De Lenguaje Alonken
40261,Escuela Especial De Lenguaje Kewen
40264,Jardin Infantil Particular Rotatin
40265,Centro Educativo Renacer-Escuela Especial Y Taller Laboral
40266,Escuela Especial De Lenguaje Entretepalabras
40267,Esc.Esp.Leng.Y J.Inf.Castillo De Sonrisas
40268,Jardin Infantil Mundo Melodia
40270,Escuela De Lenguaje Yatiña
40271,Escuela Especial De Lenguaje Cuncunita Amarilla
40272,Escuela Especial De Lenguaje Santa Ines
40273,Escuela Especial De Lenguaje Tierra De Angele
40274,Jardin Infantil Y Sala Cuna Los Alevines
40275,Escuela Especial De Lenguaje Matices
40276,Escuela Especial De Lenguaje Lankuyen
40278,Scuola Italiana Villa Alemana
40281,Centro De Educacion Especial Bellavista
40282,Comunidad De Aprendizaje Vinculos Castro
40283,Escuela Especial De Lenguaje Inantue
40284,Colegio Andalue
40285,Colegio Particular Da Vinci School
40287,Escuela Especial De Lenguaje Lourdes
40293,Escuela Especial De Lenguaje San Joaquin
40295,Colegio Mahatma Gandhi
40296,Raices De Quellon
830,Escuela Marcela Paz
35745,Joan Miro
35747,Sala Cuna Y Jardin Infantil Kusi Wasi
35748,Sala Cuna Y Jardin Infantil Racimo De Sonrisas
35749,Las Ardillitas
35750,Gabriela Mistral
40298,Colegio Bernardo O´higgins
40300,Escuela Especial De Lenguaje Antiyal Las Comp
40302,Escuela Especial De Lenguaje El Arbol
40303,Escuela Especial De Lenguaje Chocolatito
40305,Colegio Juan Pablo Ii
40307,Escuela Especial De Lenguaje Pequeño Arcoiris
40308,Comunidad De Accion Educativa Vinculos
40309,Escuelita Especial De Lenguaje Mamiña
40310,Colegio Pucara
40311,Colegio Caupolican
40312,Colegio Especial San Lorenzo
40315,Escuela Especial De Lenguaje Valle De Nancagu
40316,Colegio Pumanque
40317,Escuela Especial Lenguaje Amauta
40318,Escuela Especial Corpadis
40319,Colegio Part. Sub. Cumbres Del Choapa
40320,Colegio Academia Tarapaca Orella
40322,Esc. Esp. De Trast. Del Lenguaje Cordillera P
40324,Esc. Esp. De Trast. Espec. De Lenguaje Altue
40325,Colegio Masttay
40328,Escuela Diego Rivera
40329,Colegio Roberto Bravo
40331,Colegio San Francisco De Valle Hermoso
40332,Esc Esp De Lenguaje Entreteniños
40333,Esc. Espec. De Lenguaje Llanquiray
40334,Aula Hospitalaria Ayuukelen Epu
40335,Aula Hospitalaria Ayuukelen
40336,Colegio Nimara
40337,Jardin Infantil Saint Francis
40338,Aconcagua Educa
40341,Escuela Especial De Lenguaje Semillitas
40342,Escuela Espec. De Lenguaje Rey Carlos
40343,Colegio Creacion La Araucana Puerto Montt
40350,Jardin Infantil Barquillo
40351,Colegio Bosquemar
40352,Liceo Tec.Profesional Pedro Aguirre Cerda
40353,Escuela Especial De Lenguaje San Enrique
40354,Montessori
40359,Escuela Especial De Lenguaje Santa Cruz
40360,Escuela Especial Mi Mundo
40362,Jardin Infantil Remolino
40364,Esc.Esp.De Lenguaje Cumbres De Petorca
40365,Escuela Especial De Lenguaje Antihual
40366,Escuela Especial De Lenguaje Palabritas
40367,Escuela Especial De Lenguaje Arrebol
40368,Esc Esp De Leng Sendero Del Saber
40369,Escuela De Educacion Especial Amanecer
40370,Colegio Pukalan De Algarrobo
40372,Escuela Especial De Lenjuaje Bamboo
40374,Colegio Especial Estrella De Luz
40377,Esc Esp De Lenguaje Gotitas De Rocio
40378,Esc.Espec.De Lenguaje Educatel Placeres
40379,Esc.Espec.De Lenguaje Pequeños Reyes
40380,Escuela Especial De Lenguaje Betel
40381,Colegio Aconcagua Educa
40382,Escuela Especial De Lenguaje Artelin
40383,Escuela Basica Mil Paisajes-Quemchi
40384,Escuela Especial De Lenguaje Mateito´s
40385,Escuela Especial De Lenguaje Sol Y Luna
40386,Esc.Espec.De Lenguaje Explora Amancay
40387,Jardin Infantil Y Salacuna Mi Pequeño Genio
40388,Escuela Especial De Lenguaje Matisse
40390,Escuela Hospitalaria Alianza
40391,Escuela Especial De Lenguaje Vicente Huidobro
40393,Scuola Italiana Arturo Dell´ Oro Viña Del Mar
40394,Esc.Esp.Trast.De La Comunicación Hirondelle
40395,Colegio John Wall Holcomb
40397,Escuela Especial De Lenguaje Educa Infancia
40398,Escuela Especial De Lenguaje Matices
40399,Colegio Nazaret
40400,Centro De Educacion Integral De Adultos Santa
40401,Esc Esp De Lenguaje El Despertar
40403,Green Park School
40405,Escuela De Lenguaje Happy Day
40406,Colegio Madre Isabel Larrañaga
40407,Centro De Estudios Bordemar
40409,Colegio Intercultural Leonardo Da Vinci
40410,Escuela Especial El Olivillo
40412,Esc. Esp. De Lenguaje Pequeño Parlanchin
40413,Esc.Esp.De Lenguaje Y J.Infantil Caritas
40414,Centro Educ.De Integrac.De Adultos Newen
40415,Escuela Especial De Lenguaje De Colores
40416,Jardin Infantil Matias
40417,Escuela De Lenguaje Angeluz
40418,Richmond School Osorno
40419,Escuela Especial De Lenguaje Tecnologica Ii
40420,Escuela De Lenguaje Nube Y Sol
40421,Escuela Especial De Lenguaje Mis Dones
40423,Colegio San Juan
40424,Centro Educacional Raices De Mi Tierra
40427,Centro De Intervencion De Necesidades Educativas Especiales De Purranque
40428,Escuela Especial Lenguaje Arbolito Del Saber
40429,Liceo Tecnico Profesional De Adultos
40430,Jardin Infantil Alexander Fleming
40431,Escuela Especial De Lenguaje Trencito
40432,Jardín Infantil Akanke
40433,Escuela Especial Almenar
40434,Jardin Infantil Avant Garde
40436,Colegio De Las Artes Y Letras Bethel De Quilpue
40438,Jardin Infantil Y Sala Cuna Reino De Papel
40444,Escuela Especial De Lenguaje Semillitas De Alerce
41092,Jardín Infantil Tortuguita Marina
40445,Escuela Especial De Lenguaje Vainilla
40447,Centro De Educacion Integrada De Adultos Aek
40451,Escuela Especial De Lenguaje Cuncunita
40452,Escuela Especial De Lenguaje Paihuen
40453,Escuela Especial De Lenguaje Manquehue
40457,Liceo Tecnico Profesional Pablo Neruda
40458,Escuela De Lenguaje Momentos Preciosos
40459,Centro Educacional Alborada
41001,Sala Cuna Y Jardín Infantil Los Copihues
41002,Jardín Infantil Y Sala Cuna Las Araucarias
41003,Sala Cuna Winni The Pooh 2 Spa
41006,Sala Cuna Y Jardin Infantil Capullitos
41007,Sala Cuna Y Jardín Infantil Entre Cerros Y Rios
41009,Colegio Costa Cordillera
41010,Jardín Infantil Y Sala Cuna Los Arrayanes
41012,Jardín Infantil Y Sala Cuna Sol De Pehuén
41013,Sala Cuna Y Jardín Infantil De Integra Luz De Luna
41014,Sala Cuna Y Jardín Infantil De Integra Beagle
41015,Sala Cuna Y Jardín Infantil Súper Kids
41016,Sala Cuna Y Jardin Infantil Children`s World
41017,Escuela Especial De Lenguaje Santino
41019,Jardin Infantil  Tesoritos Del Bosque
41020,Jardín Infantil Y Sala Cuna Chiguay
41021,Escuela De Parvulos Sala Cuna Y Jardín Infantil Manitos De Greda
41022,Sala  Cuna Y Jardin Infantil De Integra San Martin De Porres
41023,Sala Cuna Y Jardin Infantil De Integra Limarí
41024,Escuela Especial De Lenguaje Cumbres De Huepil
41026,Sala Cuna Y Jardin Infantil De Integra Tequirque
41027,Jardin Infantil Pulmahue Montessori
41028,Sala Cuna Y Jardin Infantil Mi Pequeña Tribu
41029,Sala Cuna Y Jardin Infantil Lautaro
41030,Sala Cuna Y Jardin Infantil Semilleros
41032,Sueños De Infacncia
41033,Sala Cuna Y Jardin Infantil Oruguitas De Piedra Azul.
41034,Jardin Infantil Pasitos De Ternura
41035,Sala Cuna Y Jardin Infantil Don Matias
41036,Sala Cuna Y Jardin Infantil Doña Antonia
41037,Sala Cuna Y Jardin Infantil Don Ignacio
41040,Sala Cuna Y Jardín Infantil  Quilvo
41041,Sala Cuna Y Jardín Infantil  Don Rodrigo
41043,Sala Cuna Y Jardin Infantil De Integra Molino De Los Sueños
41044,Escuela De Parvulos Sala Cuna Y Jardín Infantil Nuevo Horizonte
41872,Colegio San Francisco De Asis
41331,Símoli Jardín Infantil y Sala Cuna
41004,Smile Garden - Sala Cuna y Jardin Infantil
41045,Jardin Infantil Y Sala Cuna Duendecitos
41046,Jardín Infantil Y Sala Cuna Aguas Blancas
41047,Jardín Infantil Y Sala Cuna Las Mi Pequeña Estancia
41048,Sala Cuna Y Jardin Infantil De Integra Alice Guy
41050,Jardín Infantil Newen Y Alegria
41051,Sala Cuna Y Jardín Infantil De Integra Mas Amigos
41052,Sala Cuna Y Jardín Infantil De Integra Luz De Los Ríos
41053,Sala Cuna Hospital Penco Lirquen
41054,Sala Cuna Y Jardin Infantil Campanita
41055,Sala Cuna Y Jardin Infantil Santa Rita
35975,Eluney
35976,Millaray
41057,Sala Cuna Entrepeques
41058,Sala Cuna Y Jardín Infantil Alerce
41059,Jardín Infantil Y Sala Cuna Rayito De Sol
41060,Sala Cuna Y Jardín Infantil Pewma Pichiche
41061,Sala Cuna Y Jardín Infantil Mis Pequeños Corazones
41062,Sala Cuna Y Jardin Infantil Pachakuti
41063,Aula Hospitalaria De Arica
41064,Jardín Infantil Y Sala Cuna Pequeños Walles
41065,Jardín Infantil Y Sala Cuna Florecer Del Bosque
41066,Jardín Infantil Y Sala Cuna Creando Sueños`
41067,Jardín Infantil Y Sala Cuna Mundo De Colores`
41068,Jardín Infantil Y Sala Cuna Florillitos De Integra
41069,Sala Cuna Y Jardín Infantil Taruca
41071,Jardín Infantil Y Sala Cuna Chacayal Norte
41072,Sala Cuna Y Jardín Infantil Alaska
41074,Sala Cuna Universidad Austral
41075,Sala Cuna Y Jardin Infantil Los Rulitos
41076,Jardín Infantil Clásico Nubecita Del Norte
41077,Jardín Infantil Y Sala Cuna Quico
41078,Jardín Infantil Integra Rayito De Sol
41079,Sala Cuna Y Jardín Infantil Pequeño Dumbito
41081,Centro Vitamina Mujica
41082,Sala Cuna Y Jardín Infantil José Bernales
41083,Sala Cuna Y Jardin Infantil Abejita De Integra
41084,Sala Cuna Y Jardin Infantil Semillita
41085,Sala Cuna Y Jardin Infantil Kumelen
41086,Sala Cuna Y Jardin Infantil Estrellita De Mar
41088,Sala Cuna Y Jardin Infantil Arcoiris
41089,Sala Cuna Y Jardín Infantil Porvenir
41091,Sala Cuna Y Jardín Infantil De Integra El Principito
41093,Sala Cuna Burbujitas De Mar
41094,Sala Cuna Y Jardín Infantil Cultivando Sueños Y Alegrías
41241,Sala Cuna Y Jardín Infantil Green Garden
41095,Sala Cuna Y Jardin Infantil Don Vicente
67,Abraham Lincoln School
41096,Sala Cuna Y Jardín Micaeliano
41097,Sala Cuna Y Jardin Infantil Bicentenario
41098,Jardin Infantil Benny
41099,Colegio De Jóvenes Y Adultos Ossandón
41100,Sala Cuna De Integra Dulce Bebe
41101,Sala Cuna Y Jardín Infantil Pasitos Y Rayas
41102,Sala Cuna Y Jardin Infantil Tres Pasitos
41103,Sala Cuna Y Jardin Infantil Rauquen
41104,Sala Cuna Y Jardin Infantil Petalos De Niño
41105,Jardín Infantil Y Sala Cuna Tuti Fruti
41107,Sala Cuna Y Jardin Infantil Bicentenario
41108,Sala Cuna Y Jardin Infantil Don Arturo
41109,Escuela Internacional De Lideres Coronel Santiago Bueras Y Avaria
41110,Sala Cuna Pequencitos
41111,Sala Cuna Y Jardin Infantil Los Cerezos
41112,Sala Cuna Y Jardín Infantil De Integra Trinidad
41113,Sala Cuna Y Jardín Infantil Mimo´s
41114,Sala Cuna Y Jardin Infantil De Integra Sol Naciente
41115,Sala Cuna Y Jardin Infantil De Integra Manzanito
41116,Sala Cuna Y Jardín Infantil Campo De Colores
41117,Lycée Frédéric Mistral
41118,Sala Cuna Y Jardin Infantil Sol Y Luna
41119,Sala Cuna Y Jardin Infantil Los Almendros
41120,Jardin Infantil La Academia
41121,Jardín Alto Oriente
41122,Jardin Infantil Colorin Colorado
41124,Colegio Particular Subvencionado Eduardo Galeano
41125,Jardin Infantil Semillas Del Portal
41126,Sala Cuna Y Jardín Infantil Maitil
41127,Escuela De Lenguaje Amancay
41129,Colegio Talhuen
41130,Sala Cuna Y Jardín Infantil Celeste
41131,Sala Cuna Y Jardín Infantil Winni The Pooh
41132,Sala Cuna Y Jardin Infantil Rayün
41134,Escuela De Parvulos Sala Cuna Y Jardín Infantil Coquimbo
41135,Colegio Instituto De Ciencias Y Tecnología Talagante
41136,Jardín Infantil Y Sala Cuna Semillita
41138,Jardín Infantil Y Sala Cuna Piececitos De Niños
41139,Jardín Infantil Y Sala Cuna Despertar
41141,Jardín Infantil Y Sala Cuna Santa Guadalupe`
41142,Jardín Infantil Montt
41143,Sala Cuna Y Jardín Infantil Las Campanitas
41144,Sala Cuna Y Jardin Infantil De Integra Lunita
41145,Sala Cuna Y Jardin Infantil De Integra Ovejitas Del Alto
41319,Centro Educativo Hospital De La Florida
41146,Sala Cuna Y Jardin Infantil De Integra Los Huemules
41147,Sala Cuna Y Jardin Infantil De Integra Rucalaf
41148,Jardin Infantil Rayito De Sol
41149,Sala Cuna Y Jardin Infantil Amancay
41150,Sala Cuna Y Jardin Infantil Galilea Ii
41151,Frutillita
41155,Centro Vitamina La Concepcion
41156,Centro Vitamina Ciudad Satelite
41157,Centro Vitamina Santa Amalia
41158,Jardín Infantil Antilco Montessori
41159,Mágicas Mutillas
41160,Jardin Infantil Y Sala Cuna Manzana Verde
41161,Sala Cuna Y Jardín Infantil Olitas De Mar
41163,Centro Vitamina Amunategui
41167,Centro Vitamina Flor De Azucenas
41169,Centro Vitamina Paseo Bulnes
41170,Centro Vitamina Alsacia
41172,Sala Cuna Y Jardín Infantil Tommy`s Garden
41174,Jardin Infantil Gaviota Blanca
41175,Jardín Infantil Y Sala Cuna Colibrí
41176,Centro Vitamina Concepción Barros Arana
41177,Centro Vitamina Concepción Plaza Del Trébol
41178,Centro Vitamina Concepción Cochrane
41179,Escuela Especial De Lenguaje Iwoka
41180,Jardín Infantil Y Sala Cuna Kimen Montessori
41181,Jardín Infantil Y Sala Cuna Flor De Patagonia
41183,Jardín Infantil Y Sala Cuna Clariluz
41184,Sala Cuna Y Jardín Infantil Mis Travesuras
41194,Jardín Infantil Y Sala Cuna Valle Encantado
41197,Jardin Infantil Y Sala Cuna Girasol
41198,Escuela De Parvulos Nº2493 Jardín Infantil Lehibou
41200,Jardín Infantil Y Sala Cuna Los Notros
41201,Sala Cuna Y Jardín Infantil Villa Don Carlos
41202,Sala Cuna Y Jardín Infantil Mi Castillo
41203,Jardin Infantil Palomitas
41205,Jardín Infantil Y Sala Cuna Peumayen Antu
41206,Jardin Infantil My Planet
41207,Jardin Infantil Los Remolinos
41208,Corporacion Educacional Jaydie Limitada
41209,Estación De Luz
41210,Jardín Infantil Homero Vigueras
41211,Jardin Infantil Y Sala Cuna Rosa Ohiggins De Integra
41212,Sala Cuna Y Jardín Infantil Fantasia
41228,Sala Cuna Y Jardín Infantil Fantasia Musical
41237,Jardin Infantil Pequeños Heroes
41238,Jardín Infantil Y Sala Cuna Los Picapiedras
41239,Jardin Infantil Pequeños Exploradores
41164,"Vitamina - John Jackson, Jardín Infantil y Sala Cuna"
41242,Jardín Infantil Y Sala Cuna San Francisco Del Monte
41244,Sala Cuna Y Jardín Infantil Linguento
41245,Sala Cuna Lara Pinta El Sol
41246,Jardín Infantil Y Sala Cuna Fresia
41247,Jardín Infantil Mi Primera Estación
41248,Sala Cuna Y Jardín Infantil Manzanitas Babies
41396,Sala Cuna Y Jardin Infantil Humpty Dumpty
41250,Sala Cuna Y Jardín Infantil Colores Del Viento
41251,Sala Cuna Y Jardin Infantil Hansel Y Gretel
41254,Jardin Infantil Sueño Azul Y Sus Pequeñitos
41255,Sala Cuna Y Jardin Infantil Dulce Aventura
41256,Jardín Infantil Y Sala Cuna Bambin Gesú
41257,Jardín Infantil Topolino
41261,Sala Cuna Y Jardín Infantil Los Duendecitos
41262,Jardín Infantil Y Sala Cuna Espiguita
41263,Jardín Infantil Y Sala Cuna Juan Pablo Ii`
41264,Colegio El Roble
41272,Sala Cuna Paso A Paso
41273,Jardin Infantil Pumanque
41274,Escuela Carcel Carlos Alveal Muñoz
41276,Jardin Infantil Y Sala Cuna Polillita Del Desierto
41278,Sala Cuna Y Jardín Infantil Rainbow
41280,Escuela Especial Diferencial E Instituto De Estimulación Temprana San Marcelino
41281,Jardin Infantil Y Sala Cuna Mi Mundo Creativo
41282,Sala Cuna Y Jardin Infantil Dientecito De Leche
41284,Sala Cuna Y Jardín Infantil Dientecito De Leche
41285,Jardin Infantil Arcoiris Del Hospital Regional
41286,Mi Mundo De Colores
41287,Jardin Infantil Pequeño Colibri
41288,Sal Cuna Y Jardin Infantil Gabriela Mistral
41289,Jardín Infantil Kids` Home Ltda.
41291,Sala Cuna Y Jardín Infantil Entreniños
41292,Sala Cuna Y Jardin Infantil Tricahue Las Rastras
41293,Jardin Infantil Pulgarcito 2
41295,Escuela Del Cariño Ix
41296,Centro Vitamina Quilicura
41301,Jardin Infantil Burbujitas
41303,Jardin Infantil Y Sala Cuna My Garden
41305,Jardín Infantil Y Sala Cuna Llacolen Del Mar
41306,Jardín Infantil Y Sala Cuna Alexandria
41307,Jardin Infantil Santa Monica
41311,Sala Cuna Los Angelitos
41312,Jardín Infantil Y Sala Cuna Pin Y Pon
41315,Sala Cuna Y Jardin Infantil Tricahue
41317,Jardin Infantil Tree House
41318,Puringue Rico
41313,Sala Cuna Y Jardín Infantil My Little Star
41322,Sala Cuna Y Jardín Infantil Rios Del Maule
41323,Sala Cuna Y Jardín Infantil Don Matias
41326,Sala Cuna Y Jardin Infantil Villa Estacion
41328,Jardín Infantil Y Sala Cuna Quebrada De Acha
41467,Lebu Norte
41330,Jardin Infantil Y Sala Cuna Las Terrazas
41335,Sala Cuna Y Jardín Infantil Kid`s Place
41338,Jardin Infantil Y Sala Cuna Vitamina Plaza De Viña
41339,Sala Cuna Y Jardin Infantil Kinetin
41341,Sala Cuna Y Jardín Infantil Entre Peques
41342,Sala Cuna Y Jardín Infantil Eco House Garden
41343,Escuela De Parvulos Sala Cuna Y Jardín Infantil Las Flores
41344,Jardin Infantil Y Sala Cuna La Casa De Los Niños
41348,Jardín Infantil Sonrisas De Puerto Montt
41349,Aula Hospitalaria Hospital Rancagua
41351,Jardin Infantil Y Sala Cuna Los Niches
36272,Areneros
36274,Mis Primeros Pasos
36275,Esperanza 2001
36277,Valle De Chaca
36278,Camaroncito
36279,Membrillito
36280,Semillitas De Cuya
36281,Ceci Putre
36282,Ticnamar
36283,Belen
41353,Sala Cuna Y Jardin Infantil Sonrisitas De Amor
41355,Jardin Infantil Y Sala Cuna Pinta Papeles
41356,Jardin Infantil Baloo
41357,Colegio Campos Del Ranco
41358,Sala Cuna Y Jardín Infantil Happy Place
41359,Jardin Infantil Mis Pequeños Pensantes
41360,Sala Cuna Y Jardín Infantil Ailin Creaciones
1742,Colegio San Agustin
41362,Sala Cuna Y Jardín Infantil Inicia Spa
41363,Jardín Infantil Y Sala Cuna Estrellitas Del Valle
41365,Jardín Infantil Y Sala Cuna Semillitas De Emoción
41367,Sala Cuna Y Jardín Infantil Amancay
41368,Jardin Infantil Y Sala Cuna Romero De La Tierra
41369,Sala Cuna Y Jardin Infantil Dos Esteros
41370,Sueños De Esperanza
41372,Jardin Infantil Y Sala Cuna Pequeña Estacion
41374,Colegio De Adultos Renacer
41491,Victoria Lebu
41375,"Centro De Educación De Adultos (C.E.I.A.),`Instituto Popular Aysén`"
41366,Sunny Kids Jardín Infantil y Sala Cuna
41376,Jardín Infantil Mar Y Cielo
41377,Jardín Infantil Pequeños Colonos
41379,Sala Cuna Y Jardin Infantil Sol Y Luna
41382,Jardin Infantil Y Sala Cuna San Francisco De Asis
41383,Sala Cuna Y Jardin Infantil Pasitos
41385,Escuela Especial De Lenguaje El Arrayán
41386,Jardín Infantil Creare
41389,Sala Cuna Y Jardin Infantil Don Alfonso
41390,Nuevo Amanecer
41392,Jardín Infantil El Rincón De Los Sueños
41394,Sala Cuna Y Jardin Infantil La Septima
41397,Sala Cuna Y Jardin Infantil Santa Rosa
41399,Jardin Infantil Y Sala Cuna Kimeltuwe
41401,Centro Vitamina Dos Oriente
41405,Jardin Infantil Y Sala Cuna Club De Leones
41407,Jardin Infantil Y Sala Cuna Grillito
41408,Sala Cuna
41411,Sala Cuna Y Jardin Infantil Manuel Rodriguez
41416,Sala Cuna Y Jardín Infantil Repollitos
41417,Escuela Hospitalaria De Angol
41418,Escuela Hospitalaria De Victoria
41419,Jardin Infantil Y Sala Cuna Semillas De Lo Abarca
41421,Instituto Premilitar De Chile
41423,Centro Cívico
41424,Sala Cuna Y Jardín Infantil Manitos Mágicas
41425,Sala Cuna Y Jardin Infantil Villa San Clemente
41426,Jardín Infantil Troperito Del Valle
41427,Jardin Infantil Y Sala Cuna Collao
41429,Jardin Infantil Y Sala Cuna Gabriela Mistral
41430,Sala Cuna Y Jardin Infantil Corral De Piedras
41432,Jardin  Infantil Y Sala Cuna El Limonero
41433,Jardin Infantil Y Sala Cuna Terra Luz
41435,Sala Cuna Y Jardín Infantil Nuestros Niños
41436,Jardin Infantil Y Sala Cuna Tornasol
41437,Jardin Infantil Y Sala Cuna Los Pinitos De Tocornal
41438,Pequeño Arcoiris
41439,Colegio Patagonia Puerto Varas
41440,Sala Cuna Y Jardín Infantil  Exequiel Fernandez
41442,Sala Cuna Y Jardin Infantil Charlie Brown Alvares
41443,Sala Cuna Y Jardín Infantil Puente Magico
41444,Escuela Especial De Lenguaje Notitas Mágicas
41446,Jardin Infantil Troperitos Del Valle
41387,Jardín Infantil Y Sala Cuna Bosque Encantado
41384,Sala Cuna Y Jardin Infantil 'El Angelito'
41422,Sala Cuna Semillita
41441,Jardín Infantil y Sala Cuna Puerto Eden
41447,Sala Cuna Y Jardin Infantil Sarmiento
41448,Jardin Infantil Crecer
41449,Sala Cuna Y Jardín Infantil Cultivando Sueños
41450,Jardin Infantil Y Sala Cuna Cruz Del Sur
41451,Sala Cuna Y Jardín Infantil Girasol
41452,Sala Cuna Ovejitas Patagónicas
41453,Jardín Infantil Y Sala Cuna Turrón
41454,Playtime
41514,Creare 2
41455,Sala Cuna Y Jardín Infantil Isidora Aguirre
41456,Sala Cuna Y Jardin Infantil Little Bee College
41458,Centro Vitamina Suecia
41460,Centro Vitamina Plaza Puente Alto
41461,Sala Cuna Y Jardín Infantil La Casa Del Árbol
41463,Jardin Infantil El Alba
41464,Sala Cuna Y Jardín Infantil De Integra Icalma
41465,Sala Cuna Y Jardin Infantil Apapacho
41470,Sala Cuna Y Jardin Infantil El Carmen
41471,Estadio
41472,Escuela Especial De Lenguaje El Trencito De Dora
41473,Jardin Infantil Y Sala Cuna Froen
41474,Jardin Infantil Y Sala Cuna Andrés Bello
41475,Jardin Infantil Y Sala Cuna Aprender Con Alegria
41477,Sala Cuna Y Jardín Infantil Guantes De Seda
41478,Jardin Infantil Y Sala Cuna Tierras Blancas
41479,Jardin Infantil Girasol
41480,Sala Cuna Limonada
41481,Jardin Infantil Y Sala Cuna Pasitos Del Sur
41482,Sala Cuna Y Jardín Infantil Santa Fe
41483,Jardin Infantil Y Sala Cuna Poetas De Huallilemu
41484,Centro Vitamina Peñalolen
36412,Los Arbolitos
36413,S.C. Villa Cordillera
36414,Villa Edén
36415,Villa Las Terrazas
36416,Semillita
36417,Condell Sur
2069,Escuela Lo Zarate
36418,Las Palmas
36419,Los Grillitos
41485,Centro Vitamina Santa Marta Huechuraba
41486,Centro Vitamina  Pajaritos
41487,Sala Cuna Y Jardín Infantil Dulce Aventura
41488,Escuela Especial Semillitas Del Valle
41489,Jardin Infantil Y Sala Cuna Victor Jara
41490,Jardin Infantil Y Sala Cuna Aliwen
41492,Victoria Lebu
41494,Escuela De Parvulos Jardin Infantil Regacito
41762,Mundo De Colores
41495,Jardin Infantil Y Sala Cuna Natgio
41496,Jardin Infantil Particular Pequeño Principe
41497,Jardin Infantil Y Sala Cuna Kipu
41498,Barquito De Papel Spa
41504,Escuela Especial De Lenguaje  Arcoíris De Palabras
41506,Sala Cuna Umbral
41507,Sala Cuna Y Jardin Infantil Villa Florencia
41508,Jardín Infantil Y Sala Cuna Semillitas De  La Paz
41510,Colegio Evergreen De La Ligua
41511,Sala Cuna Y Jardín Infantil Arroz Con Leche
41513,Sala Cuna Y Jardín Infantil Mandarino
41517,Sala Cuna My Little Garden
41518,Jardin Infantil Pillancito
41520,Sala Cuna Y Jardín Infantil Santa Maria Del Valle
41521,Escuela Especial De Lenguaje Pasapalabras
41525,Sala Cuna Y Jardin Cuculi
41528,Sala Cuna Y Jardín Infantil El Rincón De Matías
41529,Escuela De Lenguaje Aliwen
41530,Jardin Infantil Y Sala Cuna Golden Garden
41531,Sala Cuna Y Jardin Infantil The Baby School
41532,Sala Cuna Y Jardín Infantil Zona De Niños
41533,Centro Educacional Integrado De Adultos Latinoamericano
41534,Sala Cuna Y Jardín Infantil Los Nidos De Manquehue
41535,Centro Vitamina Los Trapenses
41536,Sala Cuna Mi Pequeño Bebe
41537,Escuela Especial De Lenguaje  Gran Mozart
41538,Escuela Especial El Sol
41539,Sala Cuna Y Jardin Infantil Academy The Royal Grange
41540,Jardin Infantil Arcoiris
41541,Jardin Infantil Kid Arts
41544,Escuela Especial Porvenir
552,Escuela De Chacay Alto
41546,Sala Cuna Y Jardin Infantil Calle Osorno
41547,Jardín Infantil Y Sala Cuna Eureka Montessori
41548,Sala Cuna Y Jardín Infantil Departamental
41549,Jardin Infantil Y Sala Cuna Macamagus
41551,Escuela Especial De Lenguaje Cluster Ii Tirúa
41552,Sala Cuna Y Jardin Infantil Chonchi Urbano
36546,Sala Cuna Y Jardin Infantil De Integra Bambi
36547,Sala Cuna Y Jardin Infantil De Integra Martin Pescador
36548,Arboleda
36549,El Principito
36550,La Princesita
41550,Jardín Infantil Y Sala Cuna Mundo Ideal
36638,Los Naranjitos
41553,Sala Cuna Y Jardín Infantil Los Angelitos
41554,Sala Cuna Y Jardín Infantil Caracol
41555,Sala Cuna Y Jardin Infantil Alto Caracoles
41556,Colegio Rayun Reñaca
41558,Sala Cuna Y Jardín Infantil Koala
41559,Jardin Infantil Musical Palomillas
41561,Jardin Infantil Beginners
41586,Vitamina Nueva Apoquindo
41587,Sala Cuna Y Jardin Infantil Andalué Montessori-Waldorf
41589,Dulces Castañas
41590,Sala Cuna Manitas
41593,Amancay
50,Colegio Adventista De Arica
41594,Villa Mirador De Volcanes
41596,Escuela Especial Integral De Carabineros
41597,Escuela Especial De Lenguaje Pucalen
41600,Centro Vitamina Clinica Santa Maria
41601,Centro Vitamina Plaza Las Lilas
41602,Jardín Infantil Y Sala Cuna Vista Hermosa
